artist,gender,category
Barry Hughes,male,Welsh_male_singers
Barry Levenson,male,American_male_guitarists
Barry Manilow,male,American_crooners
Barry McGuire,male,American_male_singer-songwriters
Barry Melton,male,American_male_guitarists
Barry Olivier,male,American_male_guitarists
Barry Palmer,male,English_male_singers
Barry Ryan,male,English_male_singers
Barry Sadler,male,American_male_singer-songwriters
Barry Sless,male,American_male_guitarists
Barry Sparks,male,American_male_guitarists
Barry St. John,female,British_female_singers
Barry Stanton,male,Australian_male_singers
Barry Sutton,male,English_male_singers
Barry White,male,African-American_male_singers
Barry Wood,male,American_male_singers
Barry Young,male,American_male_singers
Barry Zito,male,American_country_singers
Bart Millard,male,American_male_singers
Bartolomeo Bortolazzi,male,Male_guitarists
Bartolomé Calatayud,male,Male_guitarists
Barzin,male,Canadian_male_singers
Bas Sheva,female,American_female_singers
Bashful Brother Oswald,male,American_male_guitarists
Bashiri Johnson,male,African-American_male_singers
Basia Bulat,female,Canadian_female_pop_singers
Basil Gabbidon,male,British_male_singers
Basil Hallam,male,English_male_singers
Basshunter,male,Swedish_male_singers
Basya Schechter,female,American_female_singer-songwriters
Bat for Lashes,female,English_female_pop_singers
Baxter Dury,male,English_male_singers
Bayless Rose,male,American_male_guitarists
Bayn Johnson,female,American_female_singers
Baz Warne,male,English_male_singers
Be The Bear,female,Swedish_female_singers
BeBe Winans,male,African-American_male_singers
Bea Arthur,female,American_female_singers
Bea Booze,female,African-American_female_singers
Bea Miller,female,American_female_guitarists
Bea Munro,female,English_female_singer-songwriters
Bea Wain,female,American_female_singers
Beanie Sigel,male,African-American_male_rappers
Beardyman,male,English_male_singers
Beatie Wolfe,female,American_female_guitarists
Beatrice Deer,female,Canadian_female_singers
Beatrice Kay,female,American_female_singers
Beau,male,Male_guitarists
Beau Bokan,male,American_male_singers
Beau Burchell,male,American_male_guitarists
Beau Davidson,male,American_country_singers
Beaver Nelson,male,American_male_singers
Bebe Buell,female,American_female_singer-songwriters
Bebe Rexha,female,American_female_singers
Bec Hewitt,female,Australian_female_singers
Becca,female,American_female_guitarists
Becca Stevens,female,American_female_jazz_singers
Becca Tobin,female,American_female_singers
Beck,male,American_male_guitarists
Beckah Shae,female,American_female_pop_singers
Becky G,female,American_female_pop_singers
Becky Hill,female,English_female_pop_singers
Becky Hobbs,female,American_female_country_singers
Becky Priest,female,American_female_country_singers
Becky Stark,female,American_female_singers
Becky and Jessie O'Donohue,female,American_female_singers
Bedrockk,male,American_male_singers
Bee Palmer,female,American_female_singers
Beef,male,American_male_rappers
Beefcake the Mighty,male,American_male_guitarists
Behrang Miri,male,Swedish_male_singers
Bejun Mehta,male,American_male_singers
Beki Bondage,female,English_female_singers
Bekka Bramlett,female,American_female_singers
Bekuh BOOM,female,American_female_singer-songwriters
Belinda Carlisle,female,American_female_pop_singers
Belinda Chapple,female,Australian_female_pop_singers
Belinda Emmett,female,Australian_female_singers
Belinda Metz,female,Canadian_female_pop_singers
Belinda O'Hooley,female,English_female_singer-songwriters
Belita Woods,female,American_female_singers
Bella Ferraro,female,Australian_female_singers
Bella Goodall,female,English_female_singers
Bella Hardy,female,English_female_singers
Bella Thorne,female,American_female_pop_singers
Belle Baker,female,American_female_singers
Belle Cole,female,American_female_singers
Bellinda Myrick,female,American_female_singers
Belo Zero,male,African-American_male_rappers
Belouis Some,male,English_male_singers
Ben Abraham,male,Australian_male_singers
Ben Adams,male,English_male_singers
Ben Alessi,male,American_male_singers
Ben Barnes,male,English_male_singers
Ben Birchall,male,Australian_male_singers
Ben Bledsoe,male,American_male_singers
Ben Bridwell,male,American_male_singers
Ben Briley,male,American_male_guitarists
Ben Chasny,male,American_male_guitarists
Ben Deily,male,American_male_guitarists
Ben E. King,male,African-American_male_singers
Ben Falinski,male,English_male_singers
Ben Folds,male,American_male_pop_singers
Ben Gage,male,American_male_singers
Ben Gautrey,male,English_male_singers
Ben Gibbard,male,American_male_guitarists
Ben Granfelt,male,Male_guitarists
Ben Harper,male,American_male_guitarists
Ben Heppner,male,Canadian_male_singers
Ben Hoffman,male,American_country_singers
Ben Howard,male,English_male_singers
Ben Janssen,male,Male_guitarists
Ben Jelen,male,Scottish_male_singers
Ben Jorgensen,male,American_male_guitarists
Ben Kasica,male,American_male_guitarists
Ben Keith,male,American_male_guitarists
Ben Kenney,male,American_male_guitarists
Ben Kerr,male,Canadian_male_singers
Ben Kweller,male,American_male_singer-songwriters
Ben Kyle,male,American_country_singers
Ben Lee,male,Australian_male_singers
Ben Lovett,male,English_male_singers
Ben McCrow,male,British_male_singers
Ben McKee,male,American_male_singers
Ben Mills,male,English_male_singers
Ben Mingay,male,Australian_male_singers
Ben Monder,male,American_male_guitarists
Ben Moody,male,American_male_guitarists
Ben Ofoedu,male,English_male_singers
Ben River,male,English_male_singers
Ben Saunders,male,English_male_singers
Ben Shepherd,male,American_male_guitarists
Ben Sollee,male,American_male_singers
Ben Sures,male,Canadian_male_singers
Ben Taylor,male,American_male_guitarists
Ben Verellen,male,American_male_guitarists
Ben Watt,male,English_male_singers
Ben Weasel,male,American_male_guitarists
Ben Weaver,male,American_male_singer-songwriters
Ben Weinman,male,American_male_guitarists
Ben l'Oncle Soul,male,French_male_singers
Benavides,male,Male_songwriters
Benay Venuta,female,American_female_singers
Bengt Dalqvist,male,Swedish_male_singers
Benjamin Anderson,male,American_male_guitarists
Benjamin Angus Wright,male,English_male_composers
Benjamin Booker,male,American_male_guitarists
Benjamin Burnley,male,American_male_guitarists
Benjamin Carr,male,American_male_singers
Benjamin Curtis,male,American_male_guitarists
Benjamin Diamond,male,French_male_singers
Benjamin Fitton,male,British_male_singers
Benjamin Goldwasser,male,American_male_singer-songwriters
Benjamin Ingrosso,male,Swedish_male_singers
Benjamin Kowalewicz,male,Canadian_male_singers
Benjamin Orr,male,American_male_guitarists
Benjamin Siksou,male,French_male_singers
Benjamin Smoke,male,American_male_singers
Benjamin Sotto,male,French_male_singers
Benjamin Till,male,English_male_composers
Benji Madden,male,American_male_guitarists
Benji Webbe,male,Welsh_male_singers
Benjy Ferree,male,American_male_singer-songwriters
Benni Cinkle,female,American_female_singers
Bennie Smith,male,American_male_guitarists
Benny Andersson,male,Swedish_male_singers
Benny Barnes,male,American_country_singers
Benny Bell,male,American_male_singers
Benny Borg,male,Swedish_male_singers
Benny Gallagher,male,Male_guitarists
Benny Gordon,male,American_male_singers
Benny Heller,male,American_male_guitarists
Benny Hester,male,American_male_singers
Benny Kalama,male,American_male_guitarists
Benny Lee,male,Scottish_male_singers
Benny Martin,male,American_country_singers
Benny Sims,male,American_country_singers
Benny Spellman,male,African-American_male_singers
Benny Tipene,male,Male_songwriters
Benny Turner,male,American_male_guitarists
Benny Williams,male,American_country_singers
Benoît David,male,Canadian_male_singers
Benoît Poher,male,French_male_singers
Benton Blount,male,American_male_singers
Benzino,male,African-American_male_rappers
Beppe Gambetta,male,Male_guitarists
Bern Nix,male,American_male_guitarists
Bernadette Greevy,female,Irish_female_singers
Bernadette Peters,female,American_female_singers
Bernadette Seacrest,female,American_female_singers
Bernard Adamus,male,Canadian_male_singers
Bernard Addison,male,American_male_guitarists
Bernard Allison,male,American_male_guitarists
Bernard Bresslaw,male,English_male_singers
Bernard Carney,male,Australian_male_singers
Bernard Edwards,male,American_male_guitarists
Bernard Fanning,male,Australian_male_singers
Bernard Fowler,male,African-American_male_singers
Bernard Georges,male,American_male_guitarists
Bernard Hebb,male,American_male_guitarists
Bernard Hiller,male,American_male_singers
Bernard Lavilliers,male,French_male_singers
Bernard Minet,male,French_male_singers
Bernard Odum,male,American_male_guitarists
Bernard Park,male,American_male_singers
Bernard Sauvat,male,French_male_singers
Bernard Seigal,male,American_male_guitarists
Bernard Sumner,male,English_male_singer-songwriters
Bernard Wilson,male,American_male_singers
Bernard Wrigley,male,English_male_singers
Berner,male,American_male_rappers
Berni Flint,male,English_male_singers
Bernice Claire,female,American_female_singers
Bernice Edwards,female,African-American_female_singers
Bernice Johnson Reagon,female,American_female_singers
Bernice Liu,female,Canadian_female_singers
Bernie Bonvoisin,male,French_male_singers
Bernie Chiaravalle,male,American_male_guitarists
Bernie LaBarge,male,Male_guitarists
Bernie Leadon,male,American_country_singers
Bernie Mangiboyat,male,American_male_guitarists
Bernie Marsden,male,Male_guitarists
Bernie Nolan,female,Irish_female_singers
Bernie Shaw,male,Canadian_male_singers
Bernie Tormé,male,Male_guitarists
Berri,female,English_female_singers
Berry,female,French_female_singers
Berry Oakley,male,American_male_guitarists
Bert Jansch,male,Male_guitarists
Bert McCracken,male,American_male_singer-songwriters
Bert Parks,male,American_male_singers
Bert Reisfeld,male,Male_songwriters
Bertha Hill,female,American_female_singers
Bertha Idaho,female,African-American_female_singers
Bertha Lee Pate,female,American_female_singers
Bertha May Crawford,female,Canadian_female_singers
Bertice Reading,female,American_female_singers
Bertie Carvel,male,English_male_singers
Bertie Higgins,male,American_male_singers
Bertil Boo,male,Swedish_male_singers
Bertolf Lentink,male,Male_guitarists
Berton Averre,male,American_male_guitarists
Bertram Wallis,male,English_male_singers
Beryl Bryden,female,English_female_singers
Beryl Davis,female,British_female_singers
Beryl Marsden,female,British_female_singers
Bessie Banks,female,African-American_female_singers
Bessie Brown,female,African-American_female_singers
Bessie Cursons,female,English_female_singers
Bessie Lee Mauldin,female,American_female_guitarists
Bessie Smith,female,African-American_female_singers
Bessie Tucker,female,American_female_singers
Beth Amsel,female,American_female_singers
Beth Anderson,female,American_female_pop_singers
Beth Ditto,female,American_female_rock_singers
Beth Fowler,female,American_female_singers
Beth Gibbons,female,English_female_singers
Beth Hart,female,American_female_singer-songwriters
Beth Hirsch,female,American_female_singers
Beth Mburu-Bowie,female,English_female_pop_singers
Beth Nielsen Chapman,female,American_female_country_singers
Beth Orton,female,English_female_pop_singers
Beth Sorrentino,female,American_female_singer-songwriters
Beth Thornley,female,American_female_singer-songwriters
Beth Waters,female,American_female_singers
Beto Guedes,male,Male_guitarists
Betsie Larkin,female,American_female_singer-songwriters
